Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Randal Kolo Muani,12,FW,23-360,1.de Eint Frankfurt,90,0,0,0,0,1,0,0,0,36,4,1,0,0.0,0.0,0.0,0,0,11,20,55.0,0,2,5,c0b3669f
Mattéo Guendouzi,6,LWRMRW,23-230,1.fr Marseille,78,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,0,0,27,33,81.8,1,0,0,5ea8ef20
Ousmane Dembélé,11,RW,25-199,1.es Barcelona,12,0,0,0,0,1,1,0,0,23,1,1,0,0.0,0.0,0.1,1,0,12,18,66.7,2,0,2,b19db005
Kingsley Coman,20,RW,26-170,1.de Bayern Munich,62,0,0,0,0,1,0,0,0,28,0,1,1,0.2,0.2,0.0,0,0,17,19,89.5,0,1,3,042e8a49
Kylian Mbappé,10,LWFW,23-345,1.fr Paris S-G,28,0,0,0,0,3,2,0,0,30,0,0,0,0.1,0.1,0.0,6,0,16,25,64.0,2,3,3,42fd9c7f
Jordan Veretout,15,LM,29-274,1.fr Marseille,62,0,0,0,0,0,0,0,0,43,2,0,0,0.0,0.0,0.0,0,0,33,36,91.7,1,0,0,4a56052c
Adrien Rabiot,14,DMLM,27-241,1.it Juventus,28,0,0,0,0,2,0,0,0,24,1,0,1,0.4,0.4,0.0,1,0,13,17,76.5,0,0,1,8794e251
Aurélien Tchouaméni,8,CMDM,22-307,1.es Real Madrid,90,0,0,0,0,0,0,0,0,101,0,2,0,0.0,0.0,0.0,2,0,90,97,92.8,9,0,0,4f255115
Youssouf Fofana,13,RMCM,23-324,1.fr Monaco,72,0,0,0,0,1,0,0,0,46,2,1,1,0.0,0.0,0.2,1,0,28,35,80.0,2,0,0,822d51d7
Antoine Griezmann,7,AM,31-254,1.es Atlético Madrid,18,0,0,0,0,0,0,0,0,40,0,0,1,0.0,0.0,0.1,3,0,31,37,83.8,1,0,0,df69b544
Eduardo Camavinga,25,LB,20-020,1.es Real Madrid,90,0,0,0,0,0,0,0,0,106,11,3,2,0.0,0.0,0.0,0,0,67,78,85.9,3,0,2,7b9c2d84
Ibrahima Konaté,24,CB,23-189,1.eng Liverpool,90,0,0,0,0,0,0,0,0,89,11,1,1,0.0,0.0,0.0,1,0,71,72,98.6,6,0,0,5ed9b537
Raphaël Varane,4,CB,29-219,1.eng Manchester Utd,62,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.0,0,0,43,46,93.5,0,0,0,9f8e9423
William Saliba,17,CB,21-251,1.eng Arsenal,28,0,0,0,0,0,0,0,0,38,0,0,1,0.0,0.0,0.0,1,0,37,37,100.0,1,1,1,972aeb2a
Axel Disasi,3,RB,24-264,1.fr Monaco,90,0,0,0,0,1,0,0,0,86,3,3,0,0.1,0.1,0.0,0,0,58,75,77.3,5,1,2,ad82197c
Steve Mandanda,16,GK,37-247,1.fr Rennes,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,19,31,61.3,0,0,0,1d2d5cc8
